student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,screen_time_hours,sleep_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,productivity_score,exam_score,burnout_level
1144,23,Female,High School,8.41,2.54,4.96,5.0,2.65,11.37,5.57,23,213,1,0,Poor,7,24.04,55.08,78.25,5.949999999999999
1145,21,Male,High School,7.99,4.6,2.02,3.28,1.67,6.03,6.74,20,321,0,1,Average,6,33.76,66.47,27.97,4.1425
1146,23,Female,College,4.01,3.67,4.18,4.53,1.26,7.57,7.37,20,332,1,0,Good,3,17.05,90.29,36.38,5.4325
1147,23,Male,High School,7.47,0.35,3.16,2.65,2.65,8.97,4.87,80,484,1,0,Average,1,10.27,14.71,14.48,6.4375
1148,19,Other,High School,1.19,1.76,0.24,3.45,3.76,7.05,7.24,9,89,1,0,Good,1,14.08,91.55,40.57,5.5649999999999995
1149,22,Male,High School,9.49,1.79,4.19,1.03,3.36,10.13,6.62,5,200,0,1,Poor,1,38.79,79.95,89.9,5.885
1150,18,Female,College,5.19,0.93,0.29,1.69,2.2,6.18,8.13,92,119,1,0,Poor,8,21.11,45.05,71.04,2.9349999999999996
1151,20,Male,High School,4.12,4.07,2.14,1.15,2.59,6.07,7.17,69,491,1,1,Average,8,41.46,39.31,16.13,3.0125
1152,18,Male,College,8.33,1.83,3.03,1.2,3.09,10.98,8.91,103,168,0,1,Poor,9,34.71,46.92,75.39,3.5675
1153,20,Female,High School,9.06,2.57,1.11,2.07,3.48,10.49,6.33,102,426,1,0,Poor,7,46.26,15.87,38.36,4.8075
1154,18,Female,High School,5.61,1.0,4.93,5.7,1.96,5.42,4.95,59,134,0,0,Average,3,40.63,40.64,56.11,5.7924999999999995
1155,23,Other,High School,4.91,1.2,3.3,3.2,1.19,5.46,7.13,33,414,1,0,Poor,9,37.09,57.24,68.33,3.1325000000000003
1156,19,Male,College,2.44,4.19,0.97,5.63,0.56,5.37,5.35,55,121,0,1,Poor,4,47.17,81.04,26.73,5.4125
1157,23,Male,College,6.18,3.35,2.57,5.23,3.56,6.42,8.46,31,89,1,1,Poor,7,11.37,69.91,30.52,4.047499999999999
1158,17,Male,College,2.85,3.5,3.96,4.9,0.88,8.55,6.77,16,142,0,1,Average,2,32.51,72.44,40.44,6.17
1159,18,Other,College,1.77,1.59,3.39,5.24,3.16,9.67,4.3,27,141,0,1,Good,4,46.31,31.09,21.95,6.6525
1160,17,Female,College,9.54,3.57,1.46,4.42,2.82,11.21,4.02,34,322,0,0,Poor,5,39.63,38.15,0.58,6.6525
1161,20,Female,High School,5.22,1.65,3.67,2.19,1.71,3.55,8.05,9,80,0,1,Average,1,45.7,94.35,72.45,4.172499999999999
1162,22,Male,College,7.91,4.06,1.21,4.11,3.99,6.51,4.1,19,456,0,0,Good,1,39.04,18.73,14.27,6.38
1163,19,Male,College,1.74,3.65,1.51,5.3,0.26,3.31,5.98,39,164,1,1,Average,7,15.98,28.59,82.66,3.9074999999999998
1164,19,Other,High School,7.47,3.83,2.94,1.94,1.05,5.94,5.68,20,32,1,1,Poor,9,23.84,35.9,10.04,3.3000000000000003
1165,18,Male,College,6.78,2.21,4.68,3.89,2.12,9.52,8.43,71,292,1,0,Average,5,46.94,56.57,3.98,4.995
1166,23,Other,High School,2.36,4.64,4.41,4.39,3.77,5.0,5.57,38,281,1,0,Average,9,25.21,80.22,16.7,3.705
1167,21,Other,High School,6.3,3.14,0.51,3.89,1.57,9.26,6.85,80,41,1,1,Average,5,28.88,31.01,28.84,5.325
1168,21,Female,High School,7.2,4.2,2.55,2.24,0.34,7.54,6.73,66,122,1,0,Poor,1,40.35,25.93,3.2,5.512499999999999
1169,23,Male,High School,8.26,0.73,4.88,2.87,2.47,5.21,6.02,26,225,1,1,Good,2,27.6,47.82,69.85,5.015000000000001
1170,19,Female,High School,8.04,2.08,1.71,2.46,1.68,8.44,5.2,86,138,0,1,Poor,7,26.48,50.5,61.86,4.675
1171,21,Female,High School,4.43,4.51,1.86,5.51,2.08,4.4,8.26,110,440,1,1,Poor,3,49.41,93.82,69.6,4.6625
1172,20,Female,College,9.58,3.56,3.3,4.22,1.39,5.94,4.75,31,55,1,1,Poor,7,49.69,67.44,17.49,4.6025
1173,24,Female,College,4.76,1.99,1.85,2.87,0.85,3.2,4.6,90,237,0,1,Poor,7,11.16,15.01,15.86,3.6175000000000006
1174,21,Other,High School,6.97,2.38,3.41,1.66,0.0,9.39,8.42,72,346,1,0,Good,4,11.81,63.28,39.4,4.657500000000001
1175,21,Male,High School,8.78,1.43,2.19,5.78,3.42,11.28,8.08,14,122,0,1,Average,5,37.22,42.0,90.08,5.995
1176,19,Female,College,8.44,2.33,1.07,2.1,2.36,7.92,6.98,17,356,1,0,Good,8,15.07,34.2,83.78,3.76
1177,21,Female,College,9.28,4.13,2.86,1.74,2.3,10.87,4.38,23,273,1,0,Good,6,30.86,39.53,20.1,5.557499999999999
1178,18,Female,College,3.24,2.67,2.27,2.51,0.62,6.18,5.63,23,431,1,0,Poor,4,40.51,84.13,92.47,4.765000000000001
1179,18,Female,College,9.27,2.54,0.34,4.76,1.14,8.2,7.4,18,462,0,1,Good,6,38.09,77.63,98.25,4.89
1180,24,Female,High School,9.23,4.5,0.46,2.82,2.25,5.76,4.07,99,365,1,1,Average,4,36.57,34.06,47.31,5.1274999999999995
1181,17,Male,College,5.69,2.85,2.26,5.96,3.85,7.74,6.49,98,203,0,0,Good,2,31.46,12.74,29.15,6.3025
1182,20,Male,College,8.91,0.51,2.28,3.39,2.05,11.53,6.69,30,390,0,0,Good,9,39.44,62.41,97.14,4.8075
1183,17,Female,College,8.19,1.89,0.88,4.51,0.33,8.08,5.01,98,196,0,1,Poor,4,32.3,64.25,6.37,5.895
1184,24,Female,College,3.88,4.06,1.03,5.66,0.43,6.88,6.15,91,263,1,0,Average,6,33.27,41.71,27.11,5.0975
1185,20,Female,High School,1.32,2.96,0.53,1.78,2.54,5.4,6.59,76,330,1,1,Poor,7,41.52,14.18,79.54,3.3975
1186,24,Other,College,6.88,2.55,1.88,3.38,3.18,6.55,4.33,9,76,1,1,Average,4,47.75,53.73,43.3,5.3999999999999995
1187,24,Female,High School,6.98,0.6,2.54,3.36,0.39,9.44,6.55,26,255,0,0,Good,9,14.26,77.29,10.29,4.3125
1188,19,Other,College,6.04,2.08,1.0,4.44,0.24,5.26,4.56,51,499,1,0,Good,7,16.52,92.4,84.71,4.535
1189,23,Female,College,4.08,3.73,4.59,4.86,0.73,4.11,6.36,8,129,0,0,Poor,5,32.7,29.97,62.62,4.4025
1190,18,Other,High School,6.75,3.3,0.78,4.14,0.79,7.86,5.13,28,433,1,0,Average,6,44.93,91.58,68.38,5.2175
1191,21,Male,High School,4.95,0.1,2.29,2.62,3.98,8.84,5.38,35,374,0,1,Average,2,45.42,57.1,89.25,6.0200000000000005
1192,23,Male,High School,5.8,2.39,0.17,3.85,2.23,4.46,4.5,25,311,0,0,Good,5,43.08,61.31,31.96,4.702500000000001
1193,24,Male,High School,8.41,3.17,1.13,4.01,1.98,9.58,8.66,36,59,1,1,Good,8,44.31,82.62,93.59,4.2325
1194,18,Male,College,1.11,0.86,0.6,4.31,0.51,7.66,5.53,89,27,0,1,Good,9,10.16,97.88,55.46,4.359999999999999
1195,20,Male,High School,3.76,2.39,1.45,3.57,3.94,4.98,8.56,105,359,0,0,Poor,9,45.75,97.75,9.74,2.7475
1196,20,Other,High School,2.91,3.01,3.98,4.9,2.92,11.85,8.82,34,311,1,1,Average,1,34.84,63.62,52.82,6.7325
1197,20,Male,High School,5.65,4.45,1.74,3.62,3.55,4.34,5.14,36,279,0,1,Good,8,20.16,30.22,10.6,3.705
1198,18,Other,College,4.77,2.62,1.67,3.31,0.02,8.62,5.03,66,377,0,0,Average,8,44.34,85.36,0.92,4.725
1199,20,Female,College,4.23,2.96,4.94,3.22,1.18,6.09,6.58,49,115,1,0,Poor,3,46.1,26.67,99.25,4.9325
1200,18,Male,High School,7.32,2.22,0.22,1.01,2.76,3.97,5.42,69,205,1,1,Poor,2,33.4,25.5,94.58,4.390000000000001
1201,18,Female,College,5.41,4.89,4.67,3.7,0.88,11.53,8.36,38,492,0,1,Poor,3,20.6,76.23,43.93,5.9675
1202,23,Female,College,9.9,0.57,3.32,2.15,3.83,9.84,7.28,36,71,1,1,Good,7,11.89,40.88,66.87,4.4275
1203,22,Female,High School,9.71,3.7,0.5,2.97,1.99,6.58,7.53,4,394,1,0,Average,9,33.4,28.32,79.72,3.2550000000000003
1204,24,Female,High School,7.87,4.55,3.19,1.82,2.27,4.0,8.36,4,122,0,1,Good,8,11.6,17.92,14.55,2.365
1205,18,Other,College,7.55,1.43,4.51,5.83,1.91,8.77,4.58,99,277,0,0,Average,2,41.05,16.48,21.42,7.005
1206,18,Female,High School,9.13,3.79,3.37,2.05,0.6,10.4,4.33,107,357,0,1,Average,9,32.02,94.62,44.73,4.78
1207,17,Female,College,6.36,2.6,3.22,2.61,2.24,9.15,4.53,43,160,1,1,Good,2,18.86,70.74,92.77,6.3075
1208,22,Male,College,5.59,2.63,0.34,1.29,3.24,6.61,7.51,22,66,0,0,Poor,6,26.45,51.94,19.66,3.5975
1209,20,Male,College,2.78,1.97,3.6,1.79,0.39,6.45,8.89,6,328,1,1,Good,8,25.14,74.54,88.03,2.8375
1210,19,Other,College,7.45,4.19,3.85,5.68,1.01,8.92,7.71,1,223,1,1,Poor,8,37.05,73.6,82.19,4.7225
1211,24,Male,College,1.94,3.75,4.92,3.68,2.94,9.07,8.48,2,183,0,0,Good,7,36.19,33.47,3.43,4.3175
1212,18,Female,High School,1.57,1.15,1.77,1.0,2.46,8.86,7.72,7,459,0,0,Average,6,11.24,99.0,37.73,4.035
1213,18,Male,College,3.89,3.56,4.03,4.76,3.07,11.64,5.33,99,377,0,0,Average,3,45.45,85.68,38.58,7.0175
1214,17,Other,High School,8.4,2.56,4.3,3.23,2.94,10.56,7.74,103,247,1,0,Average,1,20.14,28.14,88.97,6.2625
1215,17,Other,High School,5.01,4.86,2.28,4.42,2.01,11.81,4.95,62,124,0,0,Poor,4,24.32,91.58,3.53,6.82
1216,22,Other,College,9.78,1.95,0.99,3.75,0.98,11.97,5.78,39,485,0,1,Average,3,30.84,24.21,92.27,6.735
1217,19,Female,College,7.98,1.11,3.45,1.65,3.7,11.63,6.32,50,117,0,1,Good,6,39.38,65.44,41.67,5.24
1218,19,Other,High School,6.38,4.62,1.0,1.15,0.78,8.57,8.41,32,490,0,0,Good,5,16.56,17.42,28.34,4.077500000000001
1219,21,Male,High School,3.16,0.08,4.08,5.84,1.06,7.41,5.13,31,458,0,1,Poor,4,40.11,18.12,93.56,6.03
1220,20,Male,College,2.02,4.45,3.37,1.1,2.25,8.68,7.73,32,419,1,0,Average,9,26.81,92.88,24.13,3.2624999999999997
1221,21,Female,High School,3.69,1.69,1.16,1.46,1.52,3.25,7.2,12,122,1,1,Good,3,16.93,19.44,96.66,3.6275
1222,21,Female,College,4.5,2.82,2.25,4.64,3.83,8.53,5.1,31,197,0,0,Poor,2,27.35,56.31,34.63,6.5175
1223,19,Male,High School,2.94,3.87,1.58,1.67,3.78,8.79,5.13,119,11,1,0,Poor,8,11.17,13.27,4.92,4.3325
1224,20,Male,High School,1.44,1.39,0.86,3.78,1.38,9.14,6.75,35,78,1,1,Average,6,23.74,78.6,22.09,5.0425
1225,18,Other,High School,8.12,3.24,4.34,1.54,3.08,9.96,6.49,100,43,1,1,Poor,8,41.04,78.6,43.99,4.2525
1226,24,Other,College,4.99,1.55,1.78,4.29,1.82,8.85,6.53,95,408,0,0,Poor,8,10.46,58.29,73.47,4.6525
1227,20,Male,High School,4.39,3.71,4.03,4.07,2.59,4.95,7.25,13,178,1,1,Average,2,34.11,72.93,97.53,4.9425
1228,18,Male,College,9.37,3.91,4.6,3.51,0.17,5.06,7.96,75,219,0,1,Poor,6,35.95,46.81,38.81,3.6525
1229,24,Female,College,4.17,0.27,1.96,5.13,1.37,5.27,8.22,18,186,1,0,Average,7,39.61,99.23,80.82,3.795
1230,22,Other,College,4.39,4.6,2.97,5.49,1.96,3.4,6.1,46,438,1,0,Good,7,27.06,76.91,73.45,3.9475000000000002
1231,18,Male,College,9.6,0.94,4.51,5.51,2.43,11.43,7.13,27,71,1,0,Average,4,16.37,72.52,56.63,6.452500000000001
1232,20,Other,High School,5.83,3.89,0.59,1.39,3.12,5.55,8.66,26,123,0,0,Average,8,29.67,14.86,3.87,2.57
1233,22,Male,High School,1.54,1.98,1.2,1.59,2.08,5.25,8.53,11,476,1,0,Poor,2,42.91,42.31,62.73,4.077500000000001
1234,22,Male,College,1.59,3.63,0.14,2.42,0.61,10.45,4.6,61,295,1,0,Average,3,15.1,79.52,13.43,6.3175
1235,20,Other,High School,9.48,0.8,3.57,3.0,0.79,4.11,8.27,26,4,1,0,Average,8,42.18,95.12,69.82,2.71
1236,19,Other,High School,2.05,1.12,1.49,2.95,2.33,5.11,6.33,63,126,0,1,Poor,4,13.09,59.61,53.62,4.4325
1237,23,Other,College,5.82,0.73,4.52,3.26,3.98,4.95,8.29,57,39,1,0,Average,4,24.94,79.5,40.82,3.9800000000000004
1238,24,Other,College,4.86,3.97,2.03,5.97,2.54,10.88,7.32,83,280,1,0,Poor,6,11.34,75.42,95.04,5.8825
1239,21,Other,College,1.38,3.85,4.76,4.71,0.43,4.35,5.97,98,221,0,1,Average,9,44.5,32.34,7.4,3.5225
1240,23,Male,College,6.12,3.83,1.58,4.79,1.4,6.75,8.99,8,65,0,0,Poor,8,14.99,34.91,57.1,3.6375
1241,17,Female,High School,6.58,1.81,0.47,5.87,2.74,9.46,7.78,39,133,1,1,Good,7,48.09,97.38,95.28,5.1375
1242,22,Female,College,3.71,1.0,3.6,1.21,2.44,4.54,4.05,95,423,0,0,Poor,9,34.49,81.62,47.61,3.175
1243,17,Other,High School,3.24,3.09,4.22,3.94,2.84,11.32,5.49,1,114,1,0,Good,3,37.95,34.77,74.25,6.6925
1244,24,Female,College,4.53,4.01,3.43,3.48,3.08,3.17,4.58,50,14,0,1,Good,7,18.24,95.97,33.55,3.7675
1245,17,Other,High School,9.37,2.89,2.41,1.55,2.17,4.44,7.96,106,12,1,1,Average,5,12.33,20.84,90.51,3.2575000000000003
1246,18,Other,High School,4.43,2.98,3.08,4.66,1.41,5.4,7.59,79,339,1,1,Poor,8,50.0,24.45,96.49,3.6175
1247,17,Female,College,3.92,3.49,2.52,4.86,2.01,9.53,5.39,77,282,0,0,Poor,7,38.26,88.22,96.48,5.5
1248,17,Male,College,4.56,3.37,2.33,1.76,3.48,9.63,8.71,36,399,0,0,Poor,3,14.96,69.72,91.02,4.92
1249,19,Other,High School,7.29,2.47,3.6,3.88,3.25,7.84,7.52,69,146,1,1,Poor,9,32.82,40.75,91.83,3.8
1250,20,Female,High School,2.74,4.73,0.54,2.77,0.31,3.6,4.09,119,25,1,1,Average,5,40.63,83.94,48.35,4.32
1251,20,Female,College,3.15,4.54,2.14,3.63,2.33,6.08,4.53,64,305,1,1,Good,8,46.48,70.58,51.39,4.295
1252,21,Female,College,9.1,1.54,2.84,5.86,3.65,5.62,4.12,35,205,1,1,Good,3,45.04,71.83,20.5,6.09
1253,17,Male,High School,9.18,4.45,3.84,4.42,2.42,11.78,6.56,103,369,1,1,Good,9,19.53,57.31,89.18,5.16
1254,20,Male,College,7.76,0.56,2.1,1.54,3.29,6.82,6.03,83,389,1,1,Poor,9,20.16,92.47,38.05,3.3324999999999996
1255,23,Female,High School,1.06,4.29,1.28,4.03,3.91,11.71,6.24,91,458,1,0,Poor,3,40.16,70.31,30.12,6.625
1256,21,Male,College,5.96,0.61,0.0,2.53,0.2,3.33,5.17,60,406,1,0,Good,3,32.34,92.35,43.64,4.422499999999999
1257,18,Other,College,7.89,2.39,4.57,3.58,1.39,4.64,6.56,88,337,0,0,Poor,8,27.54,67.97,76.93,3.415
1258,18,Other,High School,9.3,0.02,0.89,5.14,3.86,6.0,7.0,57,344,1,0,Average,4,37.31,74.75,3.94,5.035
1259,23,Female,College,5.96,3.77,0.27,4.7,0.95,10.76,4.98,104,481,1,0,Poor,8,48.45,23.09,41.91,5.62
1260,19,Male,High School,8.68,2.3,0.62,2.32,2.97,3.26,7.38,81,365,0,1,Average,5,26.72,31.94,77.51,3.3
1261,17,Other,College,3.88,2.79,1.29,5.14,2.45,10.59,4.68,5,334,0,1,Poor,6,37.22,42.07,11.07,6.2625
1262,21,Other,High School,4.46,2.86,1.37,5.3,0.63,4.38,5.72,50,462,0,1,Good,9,33.05,99.86,68.14,3.74
1263,22,Other,High School,1.99,3.46,3.07,2.72,2.42,4.54,5.01,40,81,0,0,Good,3,14.42,98.38,18.0,4.8125
1264,20,Female,High School,4.1,1.28,1.68,3.97,3.15,11.93,7.37,65,381,1,1,Good,3,41.18,88.32,82.95,6.382499999999999
1265,18,Male,College,9.94,3.12,3.83,2.57,0.5,5.13,5.76,58,95,1,0,Average,9,14.35,76.13,90.8,3.2350000000000003
1266,21,Male,High School,5.93,0.38,4.63,4.32,3.15,10.61,4.14,89,80,0,0,Poor,9,23.79,73.92,38.94,5.4475
1267,22,Other,High School,1.48,3.99,2.76,4.98,0.4,10.66,7.32,115,394,0,1,Average,8,41.45,63.69,41.23,5.08
1268,21,Female,High School,8.22,3.72,4.36,1.35,1.8,10.93,8.47,2,63,1,1,Poor,7,23.43,38.52,43.76,4.2025
1269,20,Male,College,8.81,4.62,3.21,2.87,1.41,3.62,6.95,41,302,1,1,Poor,5,46.44,33.0,96.65,3.635
1270,23,Female,High School,4.57,1.83,2.54,3.49,3.58,6.52,4.06,10,429,0,0,Good,9,13.34,51.67,50.0,4.237500000000001
1271,22,Female,High School,6.26,2.35,1.94,1.44,3.31,7.7,5.65,41,57,0,1,Good,4,47.54,44.44,91.21,4.8725000000000005
1272,18,Other,High School,6.95,2.2,0.29,3.27,1.01,7.56,5.65,111,241,0,0,Poor,2,20.31,86.61,7.65,5.795
1273,19,Male,College,4.98,4.42,4.49,5.81,0.52,10.19,6.58,115,470,1,1,Average,2,46.89,27.47,52.77,6.8549999999999995
1274,19,Other,High School,3.35,1.25,2.53,5.96,0.15,8.82,7.19,62,205,1,0,Poor,7,13.19,67.12,81.35,5.1475
1275,19,Other,College,9.78,4.24,2.7,5.3,3.35,9.52,8.83,77,380,1,0,Good,4,43.81,29.46,61.43,5.4975
1276,23,Female,College,8.83,4.13,2.69,4.62,2.48,11.12,7.94,108,180,0,0,Good,2,24.04,66.25,28.24,6.45
1277,22,Male,High School,6.11,2.84,0.22,1.82,0.97,5.45,7.87,19,484,1,0,Poor,2,35.2,15.81,24.95,4.35
1278,24,Male,College,2.35,2.85,2.89,2.61,3.08,11.0,6.16,68,277,1,0,Good,7,19.99,35.9,70.71,5.1125
1279,23,Female,High School,6.17,2.47,4.83,1.19,3.97,6.08,4.65,92,272,0,1,Poor,6,49.26,29.88,43.25,4.154999999999999
1280,24,Other,College,2.46,1.04,2.9,4.98,0.33,3.19,5.67,96,78,0,0,Good,8,17.74,68.69,97.41,3.625
1281,20,Female,High School,4.82,1.58,1.5,3.34,3.34,6.02,7.77,83,82,0,1,Average,5,17.83,88.25,33.19,4.1475
1282,17,Male,High School,7.52,1.55,3.1,4.16,1.03,4.47,8.33,30,160,0,0,Average,1,14.69,74.11,47.41,4.825
1283,20,Other,High School,6.84,2.05,3.5,1.66,1.57,3.54,5.03,74,143,0,0,Poor,9,33.27,83.57,27.03,2.7925
1284,20,Male,College,3.97,3.92,4.61,1.49,2.39,10.02,6.08,23,178,0,1,Good,5,12.42,68.6,59.85,5.1075
1285,22,Other,College,6.74,0.65,4.65,5.18,2.55,8.72,4.01,82,392,1,1,Average,4,48.06,31.05,17.33,6.4725
1286,22,Female,College,2.88,1.21,4.19,3.94,3.35,7.82,8.16,104,371,1,0,Poor,2,14.21,94.63,24.35,5.4
1287,23,Male,High School,5.53,1.19,1.88,1.24,2.04,7.1,6.68,13,245,0,0,Good,9,28.53,20.72,44.26,3.165
1288,20,Other,High School,8.5,2.48,2.28,5.26,1.38,10.98,5.76,115,57,1,1,Good,9,28.08,20.4,53.19,5.37
1289,21,Other,High School,3.72,0.6,4.85,4.27,3.18,9.14,8.29,28,495,1,1,Good,8,27.52,96.14,34.31,4.28
1290,19,Other,High School,1.68,2.51,4.36,4.59,1.89,8.32,8.99,50,302,1,0,Good,8,40.34,19.3,56.43,3.98
1291,18,Other,High School,6.09,4.58,4.75,4.39,1.02,7.65,8.1,32,418,1,1,Average,4,29.56,61.07,59.5,4.985
1292,23,Male,College,5.48,2.18,0.01,2.83,3.98,11.47,5.41,90,222,0,1,Good,4,46.79,98.54,12.68,6.2225
1293,22,Female,College,4.75,3.87,2.71,3.36,1.18,5.41,7.11,13,106,0,0,Poor,5,47.2,74.74,42.96,4.165
1294,18,Male,College,8.46,0.77,1.22,2.44,1.79,5.41,8.09,105,17,1,1,Good,8,20.8,23.57,63.66,2.94
1295,18,Other,College,3.01,3.48,0.73,4.62,0.84,6.93,7.27,103,159,0,0,Poor,6,11.95,77.86,92.74,4.57
1296,18,Male,College,1.21,3.53,3.4,1.2,1.17,7.18,7.77,60,348,0,0,Average,4,40.61,50.69,47.33,4.1525
1297,17,Male,College,2.93,0.9,0.53,3.15,0.91,3.38,8.68,77,319,0,1,Poor,8,11.28,14.53,30.51,2.4625
1298,23,Other,College,1.78,0.83,2.27,5.2,0.18,10.38,6.51,65,413,1,1,Average,2,42.59,25.69,66.95,6.7675
1299,21,Male,High School,4.06,4.4,1.17,3.57,1.62,8.09,5.17,64,44,0,1,Poor,5,23.65,85.85,26.63,5.3725
1300,19,Male,College,6.61,0.51,0.87,1.83,1.19,9.54,5.82,95,85,0,0,Good,4,38.13,39.11,21.79,5.387499999999999
1301,21,Other,High School,8.29,3.17,0.35,5.25,2.83,10.95,8.64,86,472,0,0,Poor,7,17.63,57.6,36.1,5.14
1302,20,Male,High School,3.29,2.79,4.99,1.89,3.6,8.86,8.89,29,102,0,0,Good,6,45.77,50.9,27.12,3.965
1303,19,Male,High School,9.69,3.99,2.81,5.02,2.31,11.46,8.71,97,71,0,1,Poor,5,12.5,97.51,33.01,5.6925
1304,21,Other,College,3.48,3.03,1.29,2.12,0.41,10.53,7.4,69,213,0,0,Good,7,18.86,21.4,84.7,4.5625
1305,17,Other,High School,6.36,1.1,1.69,5.09,3.27,3.94,8.46,9,139,0,0,Good,9,31.88,73.16,26.42,2.8924999999999996
1306,17,Other,High School,6.15,2.1,4.6,4.94,1.92,3.66,5.42,95,317,1,1,Good,2,36.91,28.56,89.84,5.295
1307,20,Other,College,9.88,4.37,1.4,3.34,3.27,8.47,4.82,32,282,1,1,Good,6,34.83,84.48,42.71,5.2475000000000005
1308,24,Male,High School,3.91,0.12,4.16,5.31,0.48,4.14,7.23,96,485,0,0,Average,1,34.04,97.59,57.23,5.305
1309,17,Male,High School,6.84,1.93,2.21,3.75,0.17,3.47,6.45,112,322,0,0,Poor,7,29.28,84.69,15.11,3.4425
1310,20,Male,College,7.07,0.72,1.99,2.4,3.81,5.62,6.47,93,31,1,0,Poor,2,23.34,61.46,45.7,4.8875
1311,23,Male,College,7.39,3.14,1.6,2.7,1.5,10.69,4.19,115,216,0,0,Good,8,20.17,79.48,86.75,5.3
1312,17,Female,High School,9.84,3.73,4.77,4.54,1.72,11.14,4.09,116,161,1,1,Good,3,20.45,58.79,3.64,7.1475
1313,19,Male,High School,4.8,0.87,2.64,3.08,0.81,7.78,6.78,75,201,0,0,Poor,5,33.72,50.66,27.25,4.77
1314,19,Male,High School,2.54,1.85,2.66,1.66,3.08,11.79,6.99,33,452,1,1,Good,6,34.64,21.24,4.73,5.114999999999999
1315,20,Other,High School,4.04,1.97,1.49,5.2,3.05,5.22,5.76,9,196,0,0,Good,9,16.09,31.19,27.04,3.915
1316,19,Male,College,1.8,0.52,3.9,2.16,0.16,9.93,5.26,22,246,1,1,Good,9,15.83,19.06,7.35,4.4575
1317,22,Other,High School,5.92,4.49,0.76,3.63,3.58,3.28,4.66,103,222,0,1,Average,2,47.79,43.7,35.07,5.0625
1318,23,Male,College,7.04,1.51,0.61,5.47,3.72,8.42,7.25,108,107,0,0,Poor,1,37.69,33.15,97.65,6.41
1319,17,Female,High School,5.21,3.67,1.93,3.8,3.78,5.29,4.29,17,347,0,0,Average,9,41.71,56.77,40.09,3.95
1320,22,Other,College,6.5,4.41,1.8,2.61,0.15,5.43,8.63,67,247,0,1,Poor,4,27.65,85.22,29.54,3.8524999999999996
1321,22,Female,High School,7.99,0.48,3.93,4.13,2.82,6.86,4.1,2,340,1,0,Good,2,14.81,72.63,68.59,6.2225
1322,21,Female,High School,3.96,0.3,0.95,5.93,1.46,9.49,4.38,118,26,0,1,Poor,9,29.64,34.85,91.99,5.51
1323,23,Female,High School,1.12,4.46,2.02,3.78,1.08,6.21,6.5,7,329,1,0,Good,2,28.89,87.94,94.66,5.3725000000000005
1324,22,Other,College,6.93,2.53,4.64,4.0,1.65,11.58,8.4,61,74,1,1,Good,3,15.8,25.5,32.22,6.045
1325,20,Female,College,3.8,4.5,2.24,3.09,1.79,5.08,6.33,87,174,1,0,Average,7,22.35,61.78,40.48,3.71
1326,19,Male,High School,3.13,3.98,2.17,4.3,1.74,8.26,6.86,68,121,1,0,Average,4,20.3,21.21,56.31,5.425
1327,20,Other,College,1.62,1.1,1.15,1.1,0.06,10.31,7.87,78,103,0,1,Average,7,32.88,90.49,36.29,4.135
1328,24,Female,High School,8.75,1.04,4.17,1.73,2.76,8.82,8.55,12,131,1,1,Average,4,11.33,20.82,67.74,4.5
1329,24,Female,College,4.66,4.45,4.24,1.52,2.8,10.55,7.7,39,162,0,1,Average,3,31.89,90.2,69.42,5.3425
1330,23,Other,College,3.8,1.18,0.35,2.37,1.89,5.58,7.48,84,186,0,1,Average,8,45.41,96.71,12.26,3.1174999999999997
1331,23,Other,College,5.09,2.62,3.75,5.45,1.42,4.54,4.6,108,61,1,0,Poor,4,44.03,68.2,52.31,5.3475
1332,22,Male,High School,6.26,4.4,0.09,1.35,3.1,8.08,4.15,32,400,1,0,Good,7,10.85,50.11,30.21,4.57
1333,24,Female,College,2.94,3.12,4.13,1.08,1.94,8.85,7.33,117,336,1,0,Average,2,35.93,70.15,62.25,5.15
1334,17,Female,High School,4.77,1.44,3.16,1.03,1.28,6.07,7.0,46,302,0,0,Poor,7,11.1,28.31,45.1,3.275
1335,17,Male,College,8.23,4.9,0.88,4.9,0.27,6.04,7.75,79,201,1,1,Average,8,23.63,74.01,94.53,3.7975
1336,20,Female,College,4.71,3.06,0.78,3.84,3.56,10.8,8.85,80,269,1,1,Average,6,20.89,18.06,73.05,4.9475
1337,19,Other,High School,1.82,0.96,3.55,2.25,3.32,10.56,8.7,5,192,0,1,Good,5,12.35,59.44,44.77,4.7775
1338,17,Female,High School,4.89,3.9,4.59,1.82,1.96,3.43,8.87,34,473,1,1,Average,7,34.59,90.07,32.77,2.345
1339,24,Male,College,6.46,0.99,4.67,5.14,3.47,8.01,7.92,46,420,0,1,Poor,2,14.64,98.38,24.37,5.8075
1340,20,Female,High School,1.06,4.47,0.06,3.47,3.18,3.09,5.21,10,269,0,0,Good,9,37.24,85.84,53.38,3.0875
1341,23,Other,High School,2.87,1.27,2.47,3.54,1.02,4.85,5.52,33,100,1,0,Average,6,31.27,71.52,30.73,4.2175
1342,22,Other,High School,1.59,1.65,4.0,2.62,0.47,8.19,6.95,67,291,0,1,Poor,4,35.15,88.08,81.58,4.965
1343,21,Female,High School,6.13,0.3,2.57,3.82,0.72,8.63,5.79,114,40,0,0,Average,8,47.66,39.01,25.97,4.665
